21294091501314048	2011-01-01T19:58:01	{"place":{"country":"United States","country_code":"US","place_type":"admin","url":"http:\/\/api.twitter.com\/1\/geo\/id\/4ec01c9dbc693497.json","attributes":{},"full_name":"Florida, US","name":"Florida","bounding_box":{"type":"Polygon","coordinates":[[[-87.634896,24.396308],[-79.974306,24.396308],[-79.974306,31.000968],[-87.634896,31.000968]]]},"id":"4ec01c9dbc693497"},"favorited":false,"text":"Daaammmnn . Florida got too many tolls.. Coach comin outta pocket every 5 mins -__-","in_reply_to_screen_name":null,"in_reply_to_status_id_str":null,"in_reply_to_user_id":null,"contributors":null,"coordinates":{"type":"Point","coordinates":[-81.249051,28.56473]},"retweet_count":0,"source":"\u003Ca href=\"http:\/\/www.deliciousmorsel.com\/app\/twee\" rel=\"nofollow\"\u003ETwee2\u003C\/a\u003E","in_reply_to_user_id_str":null,"id_str":"21294091501314048","created_at":"Sat Jan 01 19:58:01 +0000 2011","retweeted":false,"in_reply_to_status_id":null,"user":{"statuses_count":8523,"notifications":null,"profile_sidebar_fill_color":"f0000c","location":"Getting Bel-Air money ","profile_background_tile":true,"time_zone":"Eastern Time (US & Canada)","friends_count":231,"is_translator":false,"profile_link_color":"000000","description":"There will ALWAYS be Haters, that's the way it is. Hater Niggas marry Hater Bitches, and have Hater Kids. -Catch me hoopin' at Valdosta State #12 ","contributors_enabled":false,"verified":false,"favourites_count":0,"profile_sidebar_border_color":"e60000","url":"http:\/\/www.facebook.com\/domo1104","id_str":"34010173","created_at":"Tue Apr 21 19:29:15 +0000 2009","show_all_inline_media":false,"follow_request_sent":null,"geo_enabled":true,"profile_use_background_image":true,"profile_background_color":"0a0a0a","protected":false,"profile_image_url":"http:\/\/a3.twimg.com\/profile_images\/1203473942\/2_normal.jpg","lang":"en","profile_background_image_url":"http:\/\/a2.twimg.com\/profile_background_images\/187071857\/headshot_1_12_20Smith__20Dominique.jpg","followers_count":653,"name":"Domo Smith \u2665","following":null,"screen_name":"HilaryyBanks","id":34010173,"listed_count":25,"utc_offset":-18000,"profile_text_color":"000000"},"truncated":false,"id":21294091501314048,"entities":{"hashtags":[],"user_mentions":[],"urls":[]},"geo":{"type":"Point","coordinates":[28.56473,-81.249051]}}
21605694587281408	2011-01-02T16:36:13	{"place":null,"favorited":false,"text":"RT @TheBlissfulChef: Just heard vegetables will be the new meat in 2011. Woot Woot!","in_reply_to_screen_name":null,"in_reply_to_status_id_str":null,"in_reply_to_user_id":null,"contributors":null,"coordinates":null,"retweet_count":0,"source":"\u003Ca href=\"http:\/\/www.ubertwitter.com\/bb\/download.php\" rel=\"nofollow\"\u003E\u00dcberTwitter\u003C\/a\u003E","in_reply_to_user_id_str":null,"id_str":"21605694587281408","created_at":"Sun Jan 02 16:36:13 +0000 2011","retweeted":false,"in_reply_to_status_id":null,"user":{"statuses_count":169,"notifications":null,"profile_sidebar_fill_color":"DDEEF6","location":"Boston","profile_background_tile":true,"time_zone":null,"friends_count":211,"is_translator":false,"profile_link_color":"0084B4","description":"A Certified Holistic Health Coach and Founder\/Director of Peace of Food Wellness. ","contributors_enabled":false,"verified":false,"favourites_count":0,"profile_sidebar_border_color":"C0DEED","url":"http:\/\/www.peaceoffood.com","id_str":"201543025","created_at":"Tue Oct 12 02:30:30 +0000 2010","show_all_inline_media":false,"follow_request_sent":null,"geo_enabled":false,"profile_use_background_image":true,"profile_background_color":"C0DEED","protected":false,"profile_image_url":"http:\/\/a3.twimg.com\/profile_images\/1158646504\/CIMG3369_normal.JPG","lang":"en","profile_background_image_url":"http:\/\/a2.twimg.com\/profile_background_images\/167924734\/2d5gf4.jpg","followers_count":102,"name":"Letitia","following":null,"screen_name":"PeaceofFood","id":201543025,"listed_count":3,"utc_offset":null,"profile_text_color":"333333"},"truncated":false,"id":21605694587281408,"entities":{"hashtags":[],"user_mentions":[{"indices":[3,19],"id_str":"28581534","name":"Christy Morgan","screen_name":"TheBlissfulChef","id":28581534}],"urls":[]},"geo":null}
21791619837595649	2011-01-03T04:55:01	{"place":null,"favorited":false,"text":"Whew... Thinking did u smile @ me ealier... U were so bsy on the phone lol RT @jadorelexy: I dont smile with too many woman they be phony","in_reply_to_screen_name":null,"in_reply_to_status_id_str":null,"in_reply_to_user_id":null,"contributors":null,"coordinates":null,"retweet_count":0,"source":"\u003Ca href=\"http:\/\/www.ubertwitter.com\/bb\/download.php\" rel=\"nofollow\"\u003E\u00dcberTwitter\u003C\/a\u003E","in_reply_to_user_id_str":null,"id_str":"21791619837595649","created_at":"Mon Jan 03 04:55:01 +0000 2011","retweeted":false,"in_reply_to_status_id":null,"user":{"show_all_inline_media":false,"follow_request_sent":null,"geo_enabled":false,"notifications":null,"profile_sidebar_fill_color":"2A0C15","location":"Bay Area","profile_background_tile":true,"time_zone":"Pacific Time (US & Canada)","profile_link_color":"5c0769","description":"The Less you associate with some people, the more your life will improve!","listed_count":1,"favourites_count":0,"profile_sidebar_border_color":"cc0e80","url":null,"id_str":"121872540","statuses_count":4487,"created_at":"Wed Mar 10 21:52:25 +0000 2010","profile_use_background_image":true,"friends_count":118,"profile_background_color":"371F1E","protected":false,"profile_image_url":"http:\/\/a3.twimg.com\/profile_images\/1197260216\/230734649_normal.jpg","is_translator":false,"lang":"en","profile_background_image_url":"http:\/\/a3.twimg.com\/profile_background_images\/182008952\/x2694acb9a31bbdf8718c40741d35b0b.png","followers_count":119,"name":"TJ","contributors_enabled":false,"following":null,"verified":false,"screen_name":"SiMpLySillie","id":121872540,"utc_offset":-28800,"profile_text_color":"730751"},"truncated":false,"id":21791619837595649,"entities":{"user_mentions":[{"indices":[78,89],"id_str":"30103871","name":"LEXY","screen_name":"jadorelexy","id":30103871}],"urls":[],"hashtags":[]},"geo":null}
22427879216250880	2011-01-04T23:03:17	{"id_str":"22427879216250880","retweeted":false,"text":"RT @colindobson: Check out http:\/\/bit.ly\/e5hSx0. Freezing my nads in the snow, naked for #MND Charity. \u00a34.5k raised so far. Please RT! Thx.","created_at":"Tue Jan 04 23:03:17 +0000 2011","truncated":false,"source":"\u003Ca href=\"http:\/\/motionobj.com\/simplytweet\" rel=\"nofollow\"\u003ESimplyTweet\u003C\/a\u003E","geo":null,"favorited":false,"entities":{"hashtags":[{"text":"MND","indices":[89,93]}],"user_mentions":[{"id_str":"84813970","indices":[3,15],"screen_name":"colindobson","name":"Colin Dobson","id":84813970}],"urls":[{"url":"http:\/\/bit.ly\/e5hSx0","indices":[27,47],"expanded_url":null}]},"in_reply_to_status_id":null,"place":null,"in_reply_to_screen_name":null,"in_reply_to_user_id":null,"in_reply_to_status_id_str":null,"contributors":null,"user":{"id_str":"190618090","show_all_inline_media":false,"follow_request_sent":null,"geo_enabled":false,"url":null,"profile_use_background_image":true,"created_at":"Tue Sep 14 12:21:08 +0000 2010","followers_count":738,"profile_background_color":"022330","profile_image_url":"http:\/\/a2.twimg.com\/profile_images\/1195095149\/e557d7cf1ec44c4cb1b5d35507102e91_7_normal.jpg","profile_background_image_url":"http:\/\/a2.twimg.com\/a\/1292975674\/images\/themes\/theme15\/bg.png","description":"I like my gin, no really I like my gin, I like my gin a lot. Do you have any gin? Tweets are my thoughts, not my employers. Gay & NSFW - You've been warned.","listed_count":42,"lang":"en","screen_name":"GinBoyTom","statuses_count":5064,"following":null,"friends_count":361,"profile_text_color":"333333","notifications":null,"profile_sidebar_fill_color":"C0DFEC","contributors_enabled":false,"profile_background_tile":false,"time_zone":"London","favourites_count":1,"protected":false,"location":"London, UK","is_translator":false,"name":"Tom The Gin Boy","verified":false,"profile_link_color":"0084B4","id":190618090,"utc_offset":0,"profile_sidebar_border_color":"a8c7f7"},"retweet_count":0,"id":22427879216250880,"in_reply_to_user_id_str":null,"coordinates":null}
22695647643705344	2011-01-05T16:47:18	{"id_str":"22695647643705344","text":"@TieALitleRibbon I think I cut like, 6-8 inches. It's nice, but I miss my big ponytail!","created_at":"Wed Jan 05 16:47:18 +0000 2011","truncated":false,"source":"web","geo":null,"entities":{"hashtags":[],"user_mentions":[{"id_str":"157029125","indices":[0,16],"screen_name":"TieALitleRibbon","name":"Krystal","id":157029125}],"urls":[]},"favorited":false,"in_reply_to_status_id_str":"22694733180567552","place":null,"in_reply_to_user_id":157029125,"contributors":null,"in_reply_to_screen_name":"TieALitleRibbon","in_reply_to_status_id":22694733180567552,"in_reply_to_user_id_str":"157029125","user":{"id_str":"15650696","url":"http:\/\/www.bloggedbliss.com","profile_use_background_image":true,"created_at":"Tue Jul 29 20:10:14 +0000 2008","profile_background_color":"38786c","profile_image_url":"http:\/\/a1.twimg.com\/profile_images\/1154219874\/twitter_normal.jpg","listed_count":35,"profile_background_image_url":"http:\/\/a3.twimg.com\/profile_background_images\/118533251\/tweeeeeet.jpg","followers_count":524,"description":"Married since 2007. Mom since 2009. Loves: shopping, making fun of people, tattoos. Hates: champagne headaches, Sandra Bullock, country music.","lang":"en","statuses_count":3380,"favourites_count":3,"friends_count":321,"screen_name":"jennamariebee","following":null,"profile_text_color":"000000","contributors_enabled":false,"notifications":null,"profile_sidebar_fill_color":"8ad4c4","is_translator":false,"profile_background_tile":true,"time_zone":"Central Time (US & Canada)","protected":false,"location":"the MPLS","verified":false,"name":"Mrs. Jenna","profile_link_color":"464f7d","id":15650696,"show_all_inline_media":false,"follow_request_sent":null,"geo_enabled":true,"utc_offset":-21600,"profile_sidebar_border_color":"8ad4c4"},"id":22695647643705344,"coordinates":null,"retweeted":false,"retweet_count":0}
23101069101895681	2011-01-06T19:38:18	{"text":"Found the scarriest mystery door in my school. I'M SO CURIOUS D:","created_at":"Thu Jan 06 19:38:18 +0000 2011","truncated":false,"id_str":"23101069101895681","favorited":false,"source":"\u003Ca href=\"http:\/\/twitter.com\/devices\" rel=\"nofollow\"\u003Etxt\u003C\/a\u003E","in_reply_to_status_id_str":null,"geo":null,"entities":{"user_mentions":[],"urls":[],"hashtags":[]},"contributors":null,"retweet_count":0,"in_reply_to_screen_name":null,"in_reply_to_status_id":null,"in_reply_to_user_id_str":null,"place":null,"retweeted":false,"user":{"url":"http:\/\/www.facebook.com\/profile.php?id=100000115882214","screen_name":"ChaseTuck","contributors_enabled":false,"created_at":"Tue Jul 07 14:55:43 +0000 2009","profile_link_color":"c75741","is_translator":false,"profile_sidebar_border_color":"d4b494","id_str":"54569402","verified":false,"description":"follow your heart.","lang":"en","profile_use_background_image":true,"show_all_inline_media":false,"follow_request_sent":null,"following":null,"geo_enabled":false,"profile_background_color":"fffdf3","notifications":null,"profile_background_image_url":"http:\/\/a0.twimg.com\/profile_background_images\/184993511\/xfd0683bcc84fd6f7daf9921aa13a91f.jpg","followers_count":52,"protected":false,"location":"Minnesota","profile_text_color":"977c61","name":"Chase Tucker","listed_count":1,"favourites_count":0,"profile_sidebar_fill_color":"efdcc5","profile_image_url":"http:\/\/a2.twimg.com\/profile_images\/1178184521\/1011101718_normal.jpg","id":54569402,"statuses_count":1276,"profile_background_tile":false,"time_zone":"Central Time (US & Canada)","utc_offset":-21600,"friends_count":55},"id":23101069101895681,"coordinates":null,"in_reply_to_user_id":null}
23400093394665474	2011-01-07T15:26:31	{"text":"Ytf all these cops out ..damn !!","created_at":"Fri Jan 07 15:26:31 +0000 2011","truncated":false,"id_str":"23400093394665474","favorited":false,"source":"\u003Ca href=\"http:\/\/twitter.com\/\" rel=\"nofollow\"\u003ETwitter for iPhone\u003C\/a\u003E","in_reply_to_status_id_str":null,"geo":null,"entities":{"hashtags":[],"user_mentions":[],"urls":[]},"contributors":null,"retweet_count":0,"in_reply_to_screen_name":null,"in_reply_to_status_id":null,"in_reply_to_user_id_str":null,"place":null,"retweeted":false,"user":{"verified":false,"url":null,"screen_name":"_BeeHaze","created_at":"Fri Jul 23 14:36:30 +0000 2010","profile_link_color":"110a21","show_all_inline_media":false,"follow_request_sent":null,"geo_enabled":false,"profile_sidebar_border_color":"b0de1b","id_str":"169930352","description":"when i ohlaydo it!.. #pow! =)","lang":"en","profile_use_background_image":true,"following":null,"profile_background_color":"d6b822","listed_count":5,"notifications":null,"profile_background_image_url":"http:\/\/a3.twimg.com\/profile_background_images\/171322562\/kanye-west-runaway.jpg","followers_count":171,"statuses_count":13522,"friends_count":177,"protected":false,"location":"dmv \/\/ FSU--skoolin'","profile_text_color":"38783b","name":"BeeBullshittn . . .","contributors_enabled":false,"favourites_count":28,"profile_sidebar_fill_color":"eb6a8f","profile_image_url":"http:\/\/a1.twimg.com\/profile_images\/1165691851\/128959478052965_normal.jpg","id":169930352,"is_translator":false,"profile_background_tile":true,"time_zone":"Quito","utc_offset":-18000},"id":23400093394665474,"coordinates":null,"in_reply_to_user_id":null}
23790436220936192	2011-01-08T17:17:36	{"text":"Bridalplasty! Love this showww.","created_at":"Sat Jan 08 17:17:36 +0000 2011","truncated":false,"id_str":"23790436220936192","favorited":false,"source":"\u003Ca href=\"http:\/\/blackberry.com\/twitter\" rel=\"nofollow\"\u003ETwitter for BlackBerry\u00ae\u003C\/a\u003E","in_reply_to_status_id_str":null,"geo":null,"entities":{"user_mentions":[],"urls":[],"hashtags":[]},"contributors":null,"retweet_count":0,"in_reply_to_screen_name":null,"in_reply_to_status_id":null,"in_reply_to_user_id_str":null,"place":null,"retweeted":false,"user":{"url":"http:\/\/www.facebook.com\/lacey.lincks","screen_name":"laceylincks","contributors_enabled":false,"created_at":"Thu Apr 09 00:46:05 +0000 2009","profile_link_color":"000000","is_translator":false,"profile_sidebar_border_color":"fa2875","id_str":"29872670","verified":false,"description":"jonas. cyrus. gomez. lovato. stereoskyline. a-dub.& degrassi : )","lang":"en","profile_use_background_image":true,"show_all_inline_media":false,"follow_request_sent":null,"following":null,"geo_enabled":false,"profile_background_color":"1A1B1F","notifications":null,"profile_background_image_url":"http:\/\/a2.twimg.com\/profile_background_images\/180592122\/tumblr_l8kbwfH4e81qbryn1o1_400.jpg","followers_count":295,"protected":false,"location":"New York","profile_text_color":"f02267","name":"lacey.","listed_count":1,"favourites_count":200,"profile_sidebar_fill_color":"ffffff","profile_image_url":"http:\/\/a2.twimg.com\/profile_images\/1210230473\/aerhaetkj_normal.jpg","id":29872670,"statuses_count":3965,"profile_background_tile":true,"time_zone":"Quito","utc_offset":-18000,"friends_count":174},"id":23790436220936192,"coordinates":null,"in_reply_to_user_id":null}
23913052789276673	2011-01-09T01:24:50	{"text":"How about girls who don't know how to walk in heels don't walk in heels #justsaying","created_at":"Sun Jan 09 01:24:50 +0000 2011","truncated":false,"id_str":"23913052789276673","favorited":false,"source":"\u003Ca href=\"http:\/\/twitter.com\/\" rel=\"nofollow\"\u003ETwitter for iPhone\u003C\/a\u003E","in_reply_to_status_id_str":null,"geo":null,"entities":{"user_mentions":[],"urls":[],"hashtags":[{"text":"justsaying","indices":[72,83]}]},"contributors":null,"retweet_count":0,"in_reply_to_screen_name":null,"in_reply_to_status_id":null,"in_reply_to_user_id_str":null,"place":null,"retweeted":false,"user":{"url":null,"screen_name":"daisybaaaby","contributors_enabled":false,"created_at":"Mon Nov 08 20:26:24 +0000 2010","profile_link_color":"00171f","is_translator":false,"profile_sidebar_border_color":"000000","id_str":"213394477","verified":false,"description":"16 ;; Thug Life ;) ;; vegasss ;; GHC ;; $$ ;; Ruthless;; \u2665","lang":"en","profile_use_background_image":true,"show_all_inline_media":false,"follow_request_sent":null,"following":null,"geo_enabled":false,"profile_background_color":"000000","notifications":null,"profile_background_image_url":"http:\/\/a3.twimg.com\/profile_background_images\/189674643\/photography472.jpg","followers_count":20,"protected":false,"location":"","profile_text_color":"333333","name":"Daisy Castro","listed_count":0,"favourites_count":0,"profile_sidebar_fill_color":"f5ebf2","profile_image_url":"http:\/\/a3.twimg.com\/profile_images\/1191235494\/image_normal.jpg","id":213394477,"statuses_count":201,"profile_background_tile":true,"time_zone":"Alaska","utc_offset":-32400,"friends_count":36},"id":23913052789276673,"coordinates":null,"in_reply_to_user_id":null}
24332575560437760	2011-01-10T05:11:52	{"text":"January 16,2011 @sam_concepcion will be in SM, Cebu!!!!!","created_at":"Mon Jan 10 05:11:52 +0000 2011","truncated":false,"id_str":"24332575560437760","favorited":false,"source":"web","in_reply_to_status_id_str":null,"geo":null,"entities":{"user_mentions":[{"screen_name":"sam_concepcion","indices":[16,31],"id_str":"15749825","name":"Sam Concepcion","id":15749825}],"urls":[],"hashtags":[]},"contributors":null,"retweet_count":0,"in_reply_to_screen_name":null,"in_reply_to_status_id":null,"in_reply_to_user_id_str":null,"place":null,"retweeted":false,"user":{"url":"http:\/\/onestarryyynight.tumblr.com\/","screen_name":"itsmeJanina","contributors_enabled":false,"created_at":"Sun Jul 12 06:52:37 +0000 2009","profile_link_color":"0f0e0f","is_translator":false,"profile_sidebar_border_color":"786d76","id_str":"56038334","verified":false,"description":"I will never be perfect. I come with many flaws. Accept me for who I am, or don't accept me at all.","lang":"en","profile_use_background_image":true,"show_all_inline_media":false,"follow_request_sent":null,"following":null,"geo_enabled":false,"profile_background_color":"9AE4E8","notifications":null,"profile_background_image_url":"http:\/\/a3.twimg.com\/profile_background_images\/184644622\/tumblr_ldw4wyA4291qe0kuxo1_500_large.jpg","followers_count":333,"protected":false,"location":"Philippines","profile_text_color":"665966","name":"J\u25b2nin\u25b2 ","listed_count":6,"favourites_count":238,"profile_sidebar_fill_color":"cbd6c5","profile_image_url":"http:\/\/a3.twimg.com\/profile_images\/1204536954\/tumblr_lb8jtuuk4I1qc891yo1_500_large_normal.jpg","id":56038334,"statuses_count":510,"profile_background_tile":true,"time_zone":"Alaska","utc_offset":-32400,"friends_count":90},"id":24332575560437760,"coordinates":null,"in_reply_to_user_id":null}
